,all_frac,best_frac,best_match,best_match_dk,entropy,idx,n_matches,top_occurence,w
4218,5.217391304347826,0.9836065573770492,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.09501277314435888,2658,122,23,værdighed
4219,2.6666666666666665,1.0,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.0,5695,32,12,plejecenter
4221,0.16666666666666666,0.45,Religion, religi_ værdipol,1.495615780172503,6192,20,54,servere
4222,1.121212121212121,0.4567901234567901,Economy, økonom_ vækst,1.336086474279108,2483,81,33,livskvalitet
4223,1.2352941176470589,0.9545454545454546,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.18490739916777568,5893,22,17,køkkener
4224,0.18181818181818182,0.6666666666666666,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.8675632284814612,4792,6,22,hedensted
4226,1.0,1.0,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.0,6843,2,2,serverer
4227,1.0,1.0,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,0.0,6468,2,2,smager
4230,0.3,0.6428571428571429,Economy, økonom_ vækst,0.8304717124362917,1682,14,30,såvel
4231,0.13333333333333333,0.6666666666666666,Economy, økonom_ vækst,0.6365141682948128,2605,3,15,formålet
4233,1.3333333333333333,1.0,Economy, økonom_ vækst,0.0,4963,4,3,bøvl
4234,6.630434782608695,0.9951060358890701,Foreign affairs,udenrig_ forsvaret _militær,0.03403172511531811,1352,613,92,styrker
4235,0.05789473684210526,0.275,EU, EU _ eu,1.9395908322373887,3963,40,190,skadelige
4236,0.058823529411764705,0.25806451612903225,Science,forskning_ universitet_videregående udd,1.9610650308534914,3740,31,136,industrien
4237,2.8,0.56,Foreign affairs,udenrig_ forsvaret _militær,0.8199696830860377,2667,25,5,konflikt
4238,2.6,0.7878787878787878,EU, EU _ eu,0.661612885737922,5137,33,10,polen
4239,0.10869565217391304,0.6666666666666666,Crime,kriminal_kriminel,0.9881542242901942,2495,15,92,gældende
4240,4.584199584199585,0.9905660377358491,Foreign affairs,udenrig_ forsvaret _militær,0.06729528340320017,3289,2226,481,indkøb
4241,6.666666666666667,0.9090909090909091,Foreign affairs,udenrig_ forsvaret _militær,0.30463609734923813,8081,22,3,russerne
4243,0.056451612903225805,0.4375,Crime,kriminal_kriminel,1.488036044178116,2294,16,124,omfang
4244,0.10526315789473684,0.4,Employment, beskæftig,1.3321790402101223,3179,5,19,nedsat
4245,0.027777777777777776,0.25,Education,undervis_folkeskole_ungdomsuddan,1.3862943611198906,2288,4,36,rettet
4246,0.3,0.3,Employment, beskæftig,1.366158847569202,2846,10,10,regel
4247,1.0,1.0,Employment, beskæftig,0.0,6050,1,1,slogan
4248,1.0,1.0,Employment, beskæftig,0.0,9596,1,1,french
4249,1.0,0.5,Employment, beskæftig,0.6931471805599453,7001,2,1,integrationsordfører
4251,3.1481481481481484,0.9883720930232558,Education,undervis_folkeskole_ungdomsuddan,0.07141462624051992,6686,172,54,hillerødpol
4252,6.875,0.990990990990991,Education,undervis_folkeskole_ungdomsuddan,0.051396505482011766,6293,111,16,forberedelsestid
4253,0.3225806451612903,0.5555555555555556,Education,undervis_folkeskole_ungdomsuddan,0.9809896824453154,3586,18,31,indgreb
4254,2.4,0.96,Education,undervis_folkeskole_ungdomsuddan,0.167944147734173,6173,25,10,indgrebet
4255,6.5,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,3702,52,8,forberede
4256,6.875,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,3637,55,8,undervise
4257,3.1,0.96875,Education,undervis_folkeskole_ungdomsuddan,0.13906079845474112,3180,32,10,pædagogiske
4259,1.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,5762,3,3,parterne
4260,0.42424242424242425,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,5056,14,33,skoleområdet
4262,4.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,7454,4,1,imødekomme
4263,1.6046511627906976,0.92,Social policy,fattig_socialt udsat_socialminis_svageste,0.31481426847789173,2628,75,43,kanten
4264,0.059734513274336286,0.3375,Economy, økonom_ vækst,1.9661710083136537,1782,80,452,sigt
4265,1.2,0.6666666666666666,Economy, økonom_ vækst,0.6365141682948128,5653,9,5,østeuropæere
4266,2.4,0.8,Economy, økonom_ vækst,0.5004024235381879,8476,15,5,boligjob-ordningen
4267,0.3333333333333333,0.8,Employment, beskæftig,0.5004024235381879,5737,5,12,ansattes
4268,0.2641509433962264,0.4827586206896552,Economy, økonom_ vækst,1.315764363335461,2840,29,53,ordning
4269,0.08552631578947369,0.4642857142857143,Religion, religi_ værdipol,1.4976984979766839,2240,28,152,debatindlæg
4271,0.0297029702970297,0.21428571428571427,Economy, økonom_ vækst,2.0075563074378375,2094,14,101,diskussionen
4272,0.06896551724137931,0.4,EU, EU _ eu,1.3321790402101223,5655,5,29,sammenhængskraft
4274,0.3333333333333333,0.5,Religion, religi_ værdipol,1.0609581504393426,5072,16,24,kronikken
4275,0.06666666666666667,0.5,EU, EU _ eu,0.6931471805599453,3225,2,15,enorm
4276,0.6666666666666666,0.5714285714285714,Environment, klima_ miljø _ naturen ,1.2153881010836147,1670,14,12,fremtidige
4277,0.09722222222222222,0.35,Science,forskning_ universitet_videregående udd,1.8032982878044423,3576,20,72,relationer
4278,0.037037037037037035,0.42857142857142855,Economy, økonom_ vækst,1.0042424730540764,1784,7,81,reelle
4279,0.04417670682730924,0.5789473684210527,Religion, religi_ værdipol,1.3372952378958223,2811,19,249,modstandere
4280,0.06103286384976526,0.2708333333333333,Environment, klima_ miljø _ naturen ,1.9055657913725006,1138,48,213,eksempler
4281,0.09090909090909091,0.5,EU, EU _ eu,0.6931471805599453,3143,2,11,påvirke
4282,4.342105263157895,0.9821428571428571,Environment, klima_ miljø _ naturen ,0.10094435110137985,3095,168,38,forurening
4283,1.0,1.0,EU, EU _ eu,0.0,5669,1,1,skel
4284,0.15384615384615385,0.6666666666666666,Economy, økonom_ vækst,0.6365141682948128,2135,3,13,håndtere
4285,0.3504273504273504,0.41,Economy, økonom_ vækst,1.4467782925178543,2372,100,117,smide
4286,0.3125,0.4166666666666667,EU, EU _ eu,1.3522093992338284,8321,12,16,plast
4287,0.9545454545454546,0.8076923076923077,Immigration,indvandr_flygt_udlænding,0.6722962280908585,8610,26,22,rønn
4288,1.1666666666666667,0.5833333333333334,EU, EU _ eu,0.9596147939120492,3518,12,6,front
4289,0.34375,0.8461538461538461,Science,forskning_ universitet_videregående udd,0.5359610497090694,3575,13,32,aktører
4290,1.0,0.6666666666666666,Culture,kunst _musik_museum_kulturpol,0.8675632284814612,9089,6,4,ditte
4291,0.09523809523809523,0.5,EU, EU _ eu,1.0397207708399179,2643,4,21,dernæst
4292,2.0869565217391304,0.8571428571428571,EU, EU _ eu,0.5152051668253798,6970,56,23,pen
4293,0.2,0.6666666666666666,EU, EU _ eu,0.6365141682948128,2113,3,10,aftenens
4294,0.03333333333333333,0.3333333333333333,EU, EU _ eu,1.0986122886681096,2134,3,30,punkt
4295,0.16666666666666666,1.0,EU, EU _ eu,0.0,5125,1,6,dybere
4296,0.3333333333333333,1.0,EU, EU _ eu,0.0,4821,1,3,grave
4297,0.13333333333333333,0.6666666666666666,Religion, religi_ værdipol,0.6365141682948128,3799,3,15,samtalen
4298,0.6666666666666666,0.6666666666666666,Immigration,indvandr_flygt_udlænding,0.6365141682948128,4892,3,3,symbolpolitik
4299,0.75,0.6,Social policy,fattig_socialt udsat_socialminis_svageste,0.9502705392332347,3316,5,4,relevante
4300,0.1,0.6666666666666666,Religion, religi_ værdipol,0.6365141682948128,3423,3,20,insistere
4301,0.34146341463414637,0.3783783783783784,Economy, økonom_ vækst,1.6986959019236965,2095,37,41,købt
4304,4.75,0.95,Taxes,skat,0.1985152433458726,4559,20,4,ejendomsvurderinger
4305,0.7142857142857143,0.8333333333333334,Education,undervis_folkeskole_ungdomsuddan,0.45056120886630463,4809,6,7,opvækst
4306,1.0,0.8,Education,undervis_folkeskole_ungdomsuddan,0.5004024235381879,4749,10,8,barndom
4307,0.7142857142857143,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,6228,5,7,søskende
4308,0.11377245508982035,0.5277777777777778,Religion, religi_ værdipol,1.273572309172787,4595,36,167,kost
4309,0.25,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,3625,2,8,griber
4310,0.34782608695652173,0.8,Education,undervis_folkeskole_ungdomsuddan,0.639031859650177,5372,10,23,øremærket
4311,1.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,6797,2,2,skilsmisse
4312,1.25,0.7142857142857143,Education,undervis_folkeskole_ungdomsuddan,0.5982695885852573,6162,7,4,gravide
4313,1.0,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,7324,4,4,moderen
4314,0.5,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,3822,2,4,hjemmefra
4315,0.4444444444444444,0.6666666666666666,Education,undervis_folkeskole_ungdomsuddan,0.8675632284814612,6196,6,9,påtager
4316,2.0,0.6666666666666666,Environment, klima_ miljø _ naturen ,0.6365141682948128,5247,3,1,grader
4317,0.03225806451612903,0.35714285714285715,Economy, økonom_ vækst,1.5317780787913655,2163,14,155,årsagen
4318,0.1,1.0,EU, EU _ eu,0.0,3016,1,10,rimelig
4319,0.2222222222222222,0.4,Immigration,indvandr_flygt_udlænding,1.3321790402101223,7085,5,9,stefan
4320,1.4,0.875,EU, EU _ eu,0.37677016125643675,7373,8,5,rumænien
4321,2.1666666666666665,0.9285714285714286,EU, EU _ eu,0.25731864054383163,6827,14,6,østrig
4322,5.129032258064516,0.8833333333333333,Crime,kriminal_kriminel,0.4381659333716944,3611,180,31,grænserne
4323,0.2,0.6,EU, EU _ eu,0.9502705392332347,2177,5,15,såkaldt
4324,1.0,1.0,EU, EU _ eu,0.0,8395,1,1,nordkorea
4325,2.1,0.7,Crime,kriminal_kriminel,0.8159859738095196,3166,30,10,indfører
4326,0.5,0.6,EU, EU _ eu,0.9502705392332347,5928,5,6,finland
4327,0.05063291139240506,0.3333333333333333,Crime,kriminal_kriminel,1.4735023850806486,1532,12,79,voldsomt
4328,0.5714285714285714,0.6666666666666666,EU, EU _ eu,0.8675632284814612,3765,6,7,nabolande
4329,0.5,0.5,EU, EU _ eu,0.6931471805599453,7549,4,4,udbetaling
4330,0.2,1.0,EU, EU _ eu,0.0,7847,1,5,råds
4332,2.0,1.0,EU, EU _ eu,0.0,4495,2,1,landene
4333,0.55,0.5789473684210527,Religion, religi_ værdipol,0.9591824302739718,2055,19,20,ødelægge
4334,0.09090909090909091,0.6666666666666666,Health, sundhed,0.8675632284814612,4054,6,44,sure
4335,0.5,0.6666666666666666,Economy, økonom_ vækst,0.6365141682948128,3819,3,4,firma
4336,0.045454545454545456,0.3333333333333333,Health, sundhed,1.5607104090414063,3700,6,44,sms
4337,0.047619047619047616,0.3333333333333333,Employment, beskæftig,1.0986122886681096,1862,3,21,startet
4338,0.1,0.5,Environment, klima_ miljø _ naturen ,1.0397207708399179,3072,4,20,snakket
4339,0.2222222222222222,0.5,Employment, beskæftig,0.6931471805599453,3727,4,9,daglig
4340,0.07692307692307693,0.3333333333333333,Environment, klima_ miljø _ naturen ,1.5607104090414063,1369,6,26,bakke
4341,0.007874015748031496,0.25,Employment, beskæftig,1.3862943611198906,1644,4,127,nemt
4342,0.3333333333333333,1.0,Employment, beskæftig,0.0,3729,1,3,fleksibilitet
4343,0.3333333333333333,0.5,Employment, beskæftig,0.6931471805599453,2734,2,3,skrue
4344,0.14583333333333334,0.7,Religion, religi_ værdipol,0.8711332705993318,3284,20,96,indrette
4345,5.475,0.9954545454545455,Health, sundhed,0.029051597125935694,3471,220,40,afdeling
4346,1.1097560975609757,0.8198198198198198,Taxes,skat,0.7702155205582735,1000,111,82,undgå
4347,1.0,0.5,Employment, beskæftig,0.6931471805599453,4074,8,4,arbejdere
4348,0.09523809523809523,0.3103448275862069,Crime,kriminal_kriminel,1.7726217497235937,1570,58,189,seriøst
4349,0.75,0.6,Education,undervis_folkeskole_ungdomsuddan,1.0888999753452238,3123,10,8,max
4350,0.16666666666666666,0.42857142857142855,Social policy,fattig_socialt udsat_socialminis_svageste,1.277034259466139,4061,7,18,spred
4351,0.5,1.0,Employment, beskæftig,0.0,5778,1,2,forestil
4352,0.5,1.0,Employment, beskæftig,0.0,7020,1,2,faktor
4353,1.0,1.0,Employment, beskæftig,0.0,5936,1,1,spilde
4354,1.0,1.0,Employment, beskæftig,0.0,14051,1,1,pair
4355,1.0,1.0,Employment, beskæftig,0.0,14913,1,1,pairs
4356,2.0,0.5,Employment, beskæftig,1.0397207708399179,3999,4,1,timen
4357,0.3333333333333333,1.0,Employment, beskæftig,0.0,6661,2,6,frivillighed
4358,1.0483870967741935,0.6770833333333334,Economy, økonom_ vækst,0.9299447729848864,2508,96,62,sparer
4359,0.11764705882352941,0.4,Employment, beskæftig,1.3321790402101223,5089,5,17,tilværelsen
4360,0.09523809523809523,0.4,Employment, beskæftig,1.0549201679861442,1855,5,21,sæt
4361,0.5,1.0,Employment, beskæftig,0.0,4674,1,2,morgenen
4362,0.09090909090909091,0.25,Employment, beskæftig,1.3862943611198906,2782,4,11,grunden
4363,0.25274725274725274,0.71875,Science,forskning_ universitet_videregående udd,1.0224611354680218,2850,32,91,undersøgelser
4364,0.03571428571428571,0.375,Immigration,indvandr_flygt_udlænding,1.4941751382893085,2133,8,84,øjeblik
4365,0.5740740740740741,0.9117647058823529,Immigration,indvandr_flygt_udlænding,0.35459882755264893,3484,34,54,aviser
4366,0.14414414414414414,0.7619047619047619,Immigration,indvandr_flygt_udlænding,0.8000458530531239,2407,21,111,pinligt
4367,0.1016949152542373,0.75,Immigration,indvandr_flygt_udlænding,0.7356219397587946,3293,8,59,beklager
4368,0.09090909090909091,0.75,Immigration,indvandr_flygt_udlænding,0.5623351446188083,2510,4,33,ligefrem
4369,1.7777777777777777,1.0,Immigration,indvandr_flygt_udlænding,0.0,8009,16,9,marcus
4370,0.5454545454545454,1.0,Immigration,indvandr_flygt_udlænding,0.0,7071,6,11,knuth
4371,4.0,1.0,Immigration,indvandr_flygt_udlænding,0.0,9554,4,1,vielsesringe
4372,3.0,0.9,Immigration,indvandr_flygt_udlænding,0.3250829733914482,9892,10,3,marius
4373,0.4444444444444444,0.6666666666666666,Immigration,indvandr_flygt_udlænding,0.6365141682948128,10273,6,9,tyrefægtning
4374,0.09433962264150944,0.625,Immigration,indvandr_flygt_udlænding,0.9002560512685369,2520,8,53,modsat
4375,0.21428571428571427,1.0,Immigration,indvandr_flygt_udlænding,0.0,4181,3,14,tilstand
4376,1.0,1.0,Immigration,indvandr_flygt_udlænding,0.0,6735,3,3,joke
4377,0.057971014492753624,0.4444444444444444,Immigration,indvandr_flygt_udlænding,1.2148896539491205,3650,9,69,skylden
4378,0.2727272727272727,1.0,Immigration,indvandr_flygt_udlænding,0.0,8456,3,11,sømmet
4380,1.3333333333333333,0.5714285714285714,Immigration,indvandr_flygt_udlænding,0.8324075743474855,2887,21,9,afvise
4381,0.5384615384615384,0.5384615384615384,Social policy,fattig_socialt udsat_socialminis_svageste,1.2636256721237276,2356,13,13,afskaffet
4382,0.13636363636363635,0.6,Taxes,skat,0.9502705392332347,5185,5,22,skuffe
4383,0.3333333333333333,0.5,Social policy,fattig_socialt udsat_socialminis_svageste,0.6931471805599453,4066,2,3,højrefløjens
4384,2.272727272727273,0.8620689655172413,Immigration,indvandr_flygt_udlænding,0.47875333041028967,5043,29,11,ødelæggelse
4386,0.5,0.64,Social policy,fattig_socialt udsat_socialminis_svageste,0.958944995575212,2932,25,32,træder
4387,5.0,0.7142857142857143,Social policy,fattig_socialt udsat_socialminis_svageste,0.7963116401738131,6045,7,1,integrationsydelse
4388,4.538461538461538,0.9833333333333333,Social policy,fattig_socialt udsat_socialminis_svageste,0.08476607571480994,6375,60,13,fattigdomsgrænsen
4389,1.6666666666666667,0.8333333333333334,Social policy,fattig_socialt udsat_socialminis_svageste,0.45056120886630463,7019,6,3,enlig
4390,1.8,1.0,Education,undervis_folkeskole_ungdomsuddan,0.0,8380,18,10,produktionsskole
4391,4.414634146341464,0.9836956521739131,Social policy,fattig_socialt udsat_socialminis_svageste,0.09366262162945108,7298,184,41,gadejuristen
4392,2.3333333333333335,0.7777777777777778,Social policy,fattig_socialt udsat_socialminis_svageste,0.7393391751307743,3360,45,15,vesterbro
4393,2.230769230769231,0.7837837837837838,Social policy,fattig_socialt udsat_socialminis_svageste,0.6035408825632801,3164,37,13,boligområder
4394,0.09090909090909091,1.0,Social policy,fattig_socialt udsat_socialminis_svageste,0.0,2162,1,11,understreger
4396,0.2,0.5,Social policy,fattig_socialt udsat_socialminis_svageste,1.0397207708399179,5326,4,10,arne
4397,0.4715447154471545,0.8923076923076924,Social policy,fattig_socialt udsat_socialminis_svageste,0.4791899492984595,3734,65,123,sove
4398,0.43243243243243246,1.0,Religion, religi_ værdipol,0.0,3380,16,37,respekten
4400,0.19230769230769232,0.5555555555555556,Economy, økonom_ vækst,1.3030924037617193,3470,9,26,bund
4401,1.5625,0.8333333333333334,Religion, religi_ værdipol,0.533961612789336,4163,30,16,skulder
4402,0.2,0.6666666666666666,Religion, religi_ værdipol,0.6365141682948128,2705,3,10,sundt
4403,0.07142857142857142,0.4,Religion, religi_ værdipol,1.0549201679861442,7355,5,28,ildal
4404,0.13043478260869565,0.375,Religion, religi_ værdipol,1.4941751382893085,3139,8,23,mistede
4405,2.6,0.9629629629629629,Religion, religi_ værdipol,0.15841057013179086,3438,27,10,forskellighed
4407,0.07142857142857142,0.4444444444444444,Religion, religi_ værdipol,1.5810937501718239,3923,9,56,moralsk
4408,2.3157894736842106,0.88,Religion, religi_ værdipol,0.4433066914680872,3725,50,19,terroristerne
4409,0.8181818181818182,0.6,Religion, religi_ værdipol,0.9276173343271816,3409,15,11,stemmeret
4410,0.5,1.0,Religion, religi_ værdipol,0.0,3298,3,6,fundamentet
4411,0.16666666666666666,0.8,Religion, religi_ værdipol,0.5004024235381879,3427,5,24,tilhænger
4412,0.08177905308464849,0.7125,Religion, religi_ værdipol,1.0449928684012177,1921,80,697,mene
4413,0.7197049525816649,0.6663414634146342,Religion, religi_ værdipol,1.0571466906152542,2781,1025,949,sårede
4414,0.2857142857142857,1.0,Religion, religi_ værdipol,0.0,6548,2,7,samfundsmodel
4415,2.0,1.0,Religion, religi_ værdipol,0.0,7742,4,2,næstekærlighed
4417,0.0625,0.5,Religion, religi_ værdipol,0.6931471805599453,6506,2,16,elisabeth
4418,0.17391304347826086,0.4444444444444444,Social policy,fattig_socialt udsat_socialminis_svageste,1.4270610433807247,3001,9,23,retfærdighed
4419,0.1111111111111111,0.25,Religion, religi_ værdipol,1.3862943611198906,6006,4,9,dårligst
4420,0.6666666666666666,0.8571428571428571,Economy, økonom_ vækst,0.410116318288409,9372,7,9,gennemregnet
4421,0.14285714285714285,0.6666666666666666,Religion, religi_ værdipol,0.6365141682948128,3174,3,14,vigtigst
4422,0.4444444444444444,0.6666666666666666,Religion, religi_ værdipol,0.8675632284814612,4185,6,9,fundament
4423,0.09090909090909091,0.6666666666666666,Religion, religi_ værdipol,0.6365141682948128,6109,3,22,etik
4424,0.0784313725490196,0.36363636363636365,Religion, religi_ værdipol,1.6417347121875214,5902,11,51,lobbyister
4425,0.1,0.4,EU, EU _ eu,1.3321790402101223,2196,5,20,glemme
4426,0.125,1.0,Religion, religi_ værdipol,0.0,5166,1,8,systemer
4427,2.2941176470588234,0.8666666666666667,Religion, religi_ værdipol,0.5275283691885324,3237,90,34,tegne
4428,0.2222222222222222,1.0,Religion, religi_ værdipol,0.0,2141,2,9,bragt
4429,2.375,0.9047619047619048,Religion, religi_ værdipol,0.31449220128141064,3562,21,8,forsvarer
4430,0.2857142857142857,0.5,Crime,kriminal_kriminel,1.0397207708399179,3256,4,7,tilladt
4431,0.4,0.5217391304347826,Crime,kriminal_kriminel,1.2480487027071467,2212,23,30,alder
4432,2.4,1.0,Religion, religi_ værdipol,0.0,4317,12,5,minoriteter
